mfcc,zcr,srf,flux,chroma,class
"[-3.9872391e+02  8.2023796e+01  2.3688297e+01  3.1414332e+00
  9.9669056e+00  6.2104979e+00 -1.3556515e+01  1.9333520e+00
 -1.4765755e+01  1.0947173e+00 -1.1450080e+01 -6.0353284e+00
 -4.3915629e+00  1.7068834e+00  1.1758345e-02  1.7071970e+00
 -7.4995990e+00  2.6434069e+00 -3.1320789e+00 -2.4900012e+00
  5.0918072e-01 -1.7166852e+00 -5.6905270e+00 -1.5881541e-01
 -5.6416593e+00  1.9286361e+00 -2.8795296e-01  2.2848980e+00
 -1.2520871e+00  1.8607130e+00 -1.2561220e+00 -2.8201686e-02
 -6.1653239e-01  3.7631350e+00  4.9696970e+00  7.4814115e+00
  7.7356281e+00  8.3982668e+00  9.1803064e+00  8.9266443e+00]",-0.6458167794769741,-1.4168483828164353,-0.04333816851275925,"[0.26742166 0.25924724 0.26248306 0.2898961  0.3998853  0.5015023
 0.4832906  0.39181063 0.30260527 0.26459655 0.3013277  0.29504862]",disgust
"[-5.0882153e+02  9.1917801e+01  2.1955904e+01 -1.2060995e+01
 -1.4906863e+00  1.2177249e+01 -4.5196934e+00 -9.1308279e+00
 -1.3896490e+01 -4.4565163e+00 -9.0796413e+00  1.4090699e+00
  5.3671107e-02  5.6676912e+00  7.7622590e+00  6.2069659e+00
 -4.8126798e+00  8.0227318e+00 -6.2180262e+00  1.2556924e+00
 -2.7284186e+00  3.9370420e+00 -6.7593570e+00  3.2548769e+00
 -4.5151997e+00 -3.7210324e+00 -2.7481987e+00 -4.5714590e-01
 -2.7054944e+00  1.6947117e+00 -9.7786608e+00 -3.3672011e+00
 -9.3492393e+00  1.4670829e+00  1.1426269e+01  2.4461916e+01
  3.5193642e+01  3.8927025e+01  2.4916380e+01  1.5014276e+01]",-1.1294680087376225,-1.7660226100651604,-0.3355690081040902,"[0.20803732 0.42536056 0.2563829  0.16177225 0.14846413 0.3222504
 0.7147124  0.44477707 0.19399951 0.1915589  0.21591792 0.16751939]",neutral
"[-4.66282227e+02  8.62351379e+01 -4.25592756e+00  5.20883512e+00
  8.19637108e+00  2.87815738e+00 -2.46833324e+01  1.24168742e+00
 -1.81611919e+01 -2.12947440e+00 -7.23204374e+00 -1.91421008e+00
 -2.49912810e+00  1.23153496e+00 -2.15314245e+00  1.86591619e-03
  1.69921803e+00  1.00303135e+01  3.25459170e+00 -3.24067330e+00
  2.69873595e+00 -1.95222747e+00  7.47701764e-01  5.69384098e+00
 -5.50797403e-01  6.35130787e+00  3.48362513e-02  6.45080805e+00
  3.59259844e+00  7.19206238e+00  6.66858149e+00  1.01479959e+01
  1.17124958e+01  1.04379082e+01  1.06772671e+01  8.33416271e+00
  7.60214996e+00  9.31194496e+00  4.80482006e+00  4.86384106e+00]",-1.1258704083936009,-1.5195856475555385,0.6750144351955586,"[0.23264326 0.26020628 0.32436174 0.35017833 0.37916112 0.43693042
 0.4426234  0.44556564 0.44657752 0.42208946 0.33347797 0.28184363]",surprise
"[-6.0837274e+02  5.5736408e+01  3.1065094e+00  8.1068916e+00
  3.4878767e+00  2.0326874e+00 -5.4258604e+00 -1.2726157e+01
  1.0863322e+00  4.8144746e+00 -3.2712352e+00  3.1487312e-02
  6.6502857e-01  1.6057677e+00  4.2768493e+00  1.8888633e+00
 -3.5224545e+00 -4.5434780e+00 -2.4830399e+00 -5.9479780e+00
 -3.8974946e+00 -1.6333290e+00 -4.3589206e+00 -1.1551634e+00
 -3.6803091e-01  2.1137080e+00 -4.4056730e+00  2.5389285e+00
 -1.8429302e-01  3.5663321e+00  5.4626002e+00  5.0697041e+00
  5.9093914e+00  6.8320026e+00  6.5109625e+00  4.8875995e+00
  2.5175524e+00  9.4928449e-01  1.3928103e+00  1.7115324e+00]",-0.5690553186006518,1.0637798933235454,-1.538813722116606,"[0.37020525 0.40209538 0.36428583 0.35038236 0.33567536 0.4354849
 0.522186   0.5142628  0.48984522 0.48399204 0.4291974  0.39925805]",fear
"[-305.17157      30.416874    -20.79088      15.825404     -1.8495222
   -5.948073     -4.3257847    -1.7747911   -10.658951      7.1437836
  -17.81588       2.0783844     2.1872926    -4.707344      2.1831179
   -9.705994     -2.271293     13.676166     -6.893268     13.070171
    9.449662      5.564669      5.0989203     6.4788094     2.112939
    8.541949     -2.1865544     5.055652      0.6539553     4.5468545
   -0.34511048    1.062161     -3.2945406     0.39502445   -7.018017
    3.8161843    -1.0813606     2.1936374     1.6403421     3.2100704 ]",-0.009571733457785296,0.5617966501741131,1.0427012001305622,"[0.3824215  0.42684716 0.4278698  0.3305809  0.26468733 0.298423
 0.27025142 0.25932193 0.15264563 0.16088524 0.2616496  0.309259  ]",fear
"[-2.8346521e+02  3.3499191e+01 -1.8419687e+01  1.2403572e+01
 -2.6884859e+00 -5.2151027e+00 -8.3670292e+00 -5.3498945e+00
 -9.7370214e+00  9.3159933e+00 -1.7387831e+01  7.8424799e-01
 -3.2406468e+00 -4.6626863e-01  4.0417256e+00 -1.3483084e+00
 -1.1390727e+00  1.5687658e+01 -3.7492869e+00  9.2504959e+00
  9.3252439e+00 -2.4011762e+00  5.1986432e-01  1.7131437e+00
 -1.9356947e+00  1.1159927e+01 -3.3478141e+00  3.2450426e+00
 -6.7745455e-02 -3.5986891e-01 -3.5348900e-02  3.0692896e-01
 -6.9377937e+00  3.2100854e+00 -2.9580326e+00  2.7504983e+00
 -1.0595025e+00  1.5114421e-01  3.7079654e+00  4.5897331e+00]",0.22239976123239444,0.7243208833653006,1.303022219378225,"[0.35072115 0.33711886 0.28579634 0.17788337 0.1343244  0.2621731
 0.23650672 0.21128163 0.21915789 0.24168184 0.32106006 0.33571362]",fear
"[-5.4198645e+02  5.8271225e+01 -9.0365582e+00  8.3232594e+00
  1.1543165e+01  6.1027360e+00  2.2123806e+00 -9.4803057e+00
 -7.1103783e+00  9.1999445e+00  4.1514883e+00 -7.1348256e-01
  6.4728413e+00  1.9169343e+00  2.7120087e+00  5.3176022e+00
 -3.3389397e-02  1.5952274e+00  3.5044971e-01  1.9234523e+00
  1.8174019e-01  3.2680728e+00 -1.3292338e+00  4.0041137e+00
  2.0903876e+00  4.2381949e+00  2.1918757e+00  3.0084686e+00
 -1.4363179e+00  4.5569274e-01 -3.1984934e-01  2.0275667e+00
  2.8203821e+00  3.3139706e+00  1.2108395e+00  1.1461730e+00
  2.5679092e+00  2.2344434e+00  2.3555140e+00  2.9951103e+00]",-1.094392397260469,-0.7848368156053449,-1.442595343956485,"[0.45595637 0.5105807  0.5037766  0.50679517 0.56788206 0.5936137
 0.6170561  0.6393894  0.6561162  0.52039635 0.43120465 0.40289855]",sad
"[-3.4805695e+02  2.5929852e+01 -1.1263892e+01 -6.0892272e-01
 -1.4112596e+01 -5.9496160e+00 -7.2929893e+00 -8.8609409e+00
 -6.2476463e+00 -1.7377670e+00 -9.1896772e+00  7.9630699e+00
 -2.3380589e+00  4.4138913e+00 -1.5260706e+00  4.8770261e+00
  5.1777735e+00  7.4733348e+00  6.9357109e-01  8.1111879e+00
 -3.4651251e+00  5.4188576e+00 -1.8104010e+00 -7.8147614e-01
  1.0674583e+00  2.2558129e-01 -1.3273594e+00  4.2417526e+00
 -1.5406693e+00  3.2658687e+00  2.0252964e+00  4.5935483e+00
  4.7602792e+00  7.1076584e+00  8.1222143e+00  9.8993368e+00
  5.9491730e+00  6.4126620e+00  2.5966170e+00  3.8579566e+00]",1.124295945124244,1.495201801744619,1.3197439829609092,"[0.36548626 0.4558661  0.3631043  0.2708466  0.23401128 0.25155964
 0.2804382  0.30199003 0.29433092 0.26899055 0.23094735 0.2802721 ]",surprise
"[-3.7328009e+02  8.9444641e+01 -1.1991824e+01  8.5906277e+00
 -2.1544273e+01  5.8505875e-01  4.9028775e-01 -2.3016689e+01
 -6.7532563e+00 -2.6600502e+00 -1.3983140e+01  4.3476920e+00
 -6.6285000e+00  7.1549392e-01 -7.6912465e+00 -4.0410137e+00
 -2.7974236e-01 -5.5714107e+00  7.4660057e-01 -4.7666473e+00
 -6.1012893e+00 -6.2419993e-01 -6.4528255e+00  1.5989307e+00
 -9.1192061e-01 -1.6417863e+00 -1.5173324e+00  1.2132072e+00
  4.1997701e-01  5.2818317e+00  4.5220169e-01  6.7051630e+00
  2.1664503e+00  2.0133803e+00  2.9952254e+00  2.8818760e+00
  4.3616247e+00  5.2612457e+00  2.8825393e+00  3.2853096e+00]",-0.09800333103962365,-0.26296860632279845,1.0502714379631046,"[0.38304263 0.45192093 0.32354522 0.3101957  0.34603545 0.34232035
 0.3786406  0.36903915 0.36398247 0.3901554  0.3667983  0.31222066]",disgust
"[-3.9881464e+02  5.1195454e+01 -4.7800689e+00 -6.6622720e+00
 -1.6852587e+01  2.0248384e+00 -1.3129892e+01  3.7185950e+00
 -1.5260123e+01 -5.0308237e+00 -9.8132601e+00  8.2688503e+00
  4.4575354e-01  1.1303442e+01  1.5703809e+00  2.0625961e+00
 -6.3635778e+00 -1.4314550e+00 -5.6093531e+00 -9.7701187e+00
 -1.5564284e+00  2.6524513e+00 -4.7142239e+00  2.7717495e+00
  8.4878645e+00  1.6911627e+01  1.7844461e+01  2.7309025e+01
  1.7761694e+01  2.0244854e+01  1.0086352e+01  1.4151451e+01
  9.2611351e+00 -1.2618686e-01  2.5519695e+00 -1.4930193e+00
 -1.1578866e+00  7.8437943e+00  6.8076152e-01  3.2551661e+00]",-0.8241200765261032,-0.6944821776954423,1.2537515671997694,"[0.3989548  0.2381138  0.19801827 0.17669111 0.21264435 0.19994698
 0.14543997 0.11785036 0.14697853 0.26057842 0.41354784 0.4302174 ]",angry
"[-5.8244611e+02  4.8863873e+01  5.6797342e+00  1.3839850e+01
  9.7327976e+00  5.5043068e+00  4.6439781e+00 -3.5675762e+00
 -3.9662282e+00  5.6441736e+00 -1.9080123e+00 -1.7453898e+00
  4.3161774e+00 -7.5652753e-03 -3.8514051e-01  1.2495922e+00
 -3.3861443e-01  3.5152592e-02  8.2513356e-01  6.2438148e-01
 -2.2496121e+00 -3.1753576e-01 -2.4616377e+00 -6.8329501e-01
 -1.0516249e+00  1.6411980e+00 -9.6767265e-01  1.2173743e+00
 -8.6142284e-01  1.1311787e-01 -1.8856438e+00  3.4745383e-01
 -1.1641181e+00  1.1070386e-01 -1.6771309e+00 -1.0369098e+00
 -1.0483775e+00 -2.3221841e+00 -2.4294252e+00 -1.6263473e+00]",0.14937636836075116,0.9820137267845908,-1.882404508354817,"[0.577741   0.5455787  0.5295752  0.49119157 0.50802624 0.510437
 0.50997746 0.5609611  0.5688446  0.5633641  0.61676306 0.6776569 ]",disgust
"[-6.0788702e+02  4.4447006e+01 -4.1559849e+00  3.1370893e+00
 -5.1431948e-01 -7.9539285e+00 -7.1733570e+00 -1.7410475e+01
 -8.6723757e+00 -5.0804305e+00 -9.2724781e+00 -1.2176536e+00
 -1.1731789e+01 -5.0613437e+00 -4.5815659e+00 -1.0201479e+01
 -5.8749986e+00 -5.5786467e+00 -5.8981895e+00 -4.3628335e+00
 -2.1936359e+00  1.2255665e+00 -3.0765831e+00 -2.4007308e-01
 -1.1118853e+00  2.9643517e+00  1.8282791e+00  3.6259046e+00
  1.7280750e+00  4.5563021e+00  3.1068358e+00  6.9096475e+00
  6.6494970e+00  7.7613406e+00  2.9739468e+00  2.2072308e+00
 -1.2680746e+00  1.2953689e+00  7.4707472e-01  3.6140120e+00]",1.676791082660586,1.4639530682549455,-1.365135314250219,"[0.46114355 0.38374075 0.41050524 0.5773778  0.61732876 0.44860235
 0.38546625 0.4110758  0.48736662 0.4686001  0.4822526  0.44510126]",surprise
"[-4.5201080e+02  6.5314201e+01  8.7607069e+00 -7.8858691e-01
  1.9124879e+00  1.2314906e+01 -1.1746810e+01  1.6560760e+00
 -1.7848511e+01  4.9471984e+00 -1.2242517e+01  7.0210333e+00
 -4.1351314e+00  2.8181477e+00 -4.3662897e-01  4.1497764e-01
 -1.9060516e+00  5.2464948e+00 -2.4494538e+00 -1.6050141e+00
  2.6475875e+00 -2.2079737e+00 -6.3481865e+00  1.1588460e+00
 -2.6667616e+00  2.4128561e+00 -3.6366299e-01  5.0790620e+00
  8.4580535e-01  4.9623938e+00 -2.1114857e-01  1.4765890e+00
  5.9847116e-01  4.6206393e+00  2.5578523e+00  4.9640789e+00
  5.8133783e+00  8.6274614e+00  8.9720669e+00  1.2598657e+01]",-0.05867775094497986,-0.26404788356737546,0.26669825794748053,"[0.4554837  0.353446   0.3750458  0.3891867  0.41936576 0.439908
 0.3390074  0.3034649  0.31617278 0.29050088 0.30115795 0.42718914]",disgust
"[-4.41139374e+02  4.06976051e+01  1.06924162e+01 -6.13064861e+00
  6.53240728e+00  8.23326206e+00 -8.35777760e+00 -1.02582245e+01
 -2.10695267e+01 -3.42874408e+00 -2.08695545e+01 -4.46550608e+00
 -1.59960020e+00 -2.03122640e+00 -8.12704921e-01  1.87203646e+00
 -1.20364344e+00  1.13610182e+01  2.76922107e+00  1.02583427e+01
  1.08305321e+01  1.94194260e+01  1.66609573e+01  2.17959881e+01
  1.62988644e+01  1.20053978e+01  3.89484668e+00  9.96709347e+00
  2.67102194e+00  2.28159475e+00 -1.27519155e+00 -5.34607053e-01
 -6.13210320e-01  4.39389646e-01 -4.30647641e-01 -1.63365245e+00
 -2.07845497e+00  1.78856456e+00 -1.68493116e+00  1.57419050e+00]",-0.563757229076455,0.3401519975245625,0.923420806130039,"[0.3883941  0.31746462 0.3648577  0.33962744 0.2469028  0.15879647
 0.12084807 0.16164103 0.14272434 0.1778368  0.22053203 0.27747962]",fear
"[-6.02224426e+02  5.27952156e+01  4.48865461e+00  1.59930229e+01
  7.96048450e+00  4.24642706e+00  3.87476993e+00  2.87128031e-01
 -2.46344447e+00  4.80217075e+00 -2.42396936e-01  3.19874972e-01
  3.49185181e+00  3.31353694e-01 -4.24224436e-02  2.00207472e+00
  5.59983015e-01 -2.21112251e+00  8.56415153e-01  1.06463122e+00
 -2.49703622e+00  9.46027577e-01 -1.78279090e+00  9.98195589e-01
 -4.68596905e-01  1.79698515e+00 -4.24294859e-01  2.91622400e+00
 -2.01167703e+00  3.57381068e-02 -5.20507336e-01  1.47218144e+00
 -2.48979986e-01  1.28383911e+00 -1.35324526e+00 -1.10683426e-01
 -1.64006859e-01 -1.87951416e-01 -4.22734052e-01  5.05311787e-03]",0.10145152085503296,0.8156209114048476,-1.523579223926691,"[0.6192193  0.6483673  0.550165   0.5517988  0.54846126 0.54593766
 0.5216272  0.55578804 0.5288297  0.5056098  0.5448213  0.5420421 ]",disgust
"[-307.47983      36.995537    -11.416721     11.530313     -4.013896
    1.4206909    -1.0111483    -5.28126      -8.70873       8.754943
  -13.178143      6.5279336     0.4696203    -1.8896902     2.4533548
   -7.485857     -3.2303221     7.0754905    -6.158685     11.697277
    8.994756      0.34387645    1.2429935     2.5893657     2.519801
    7.4739175    -3.204864      0.575618     -0.7377402    -0.54428965
   -2.9045126    -2.3691492    -6.0582795     1.859606     -2.8874996
    1.7114438    -2.5573223     3.434807      2.0088005     1.8670459 ]",0.1512700434736035,0.6042656891390261,1.3107514407527532,"[0.47865403 0.47014534 0.32764965 0.30403265 0.26962596 0.27810708
 0.28556702 0.26641893 0.2153178  0.18285568 0.25040963 0.33841968]",fear
"[-4.08401123e+02  8.95353775e+01  4.49285698e+00  2.03357735e+01
 -1.39426911e+00 -2.52304769e+00 -4.12886763e+00 -1.46766634e+01
 -1.09122200e+01  3.06385487e-01 -8.58047581e+00  1.07244754e+00
 -6.90028381e+00  2.90601820e-01 -3.83300209e+00 -6.53729916e+00
  4.11499113e-01 -2.83870196e+00 -6.77383661e+00  1.51678550e+00
 -6.09093237e+00 -5.90430260e-01 -5.13365364e+00  1.79428351e+00
 -3.62093258e+00 -3.47808078e-02 -1.07419026e+00  2.13045883e+00
 -1.02141134e-01  4.07188034e+00  5.40123105e-01  5.04149961e+00
  4.51516438e+00 -1.50235012e-01  7.03001595e+00  2.91302896e+00
  6.14178467e+00  5.39346409e+00  1.76594687e+00  6.28790379e+00]",-0.4116724821668763,-0.9694655726203979,0.6264828570456168,"[0.19356705 0.27207357 0.28220767 0.22248933 0.29048407 0.3252429
 0.38658258 0.36992308 0.31000113 0.31989655 0.29416597 0.23077226]",disgust
"[-4.3668042e+02  5.9134129e+01  1.6171207e+01  8.3886662e+00
  6.2340250e+00 -6.2821817e+00 -1.0500258e+01  3.1775522e-01
 -1.4162465e+01 -2.9029122e-01 -1.1596326e+01 -3.0661035e+00
 -4.5783830e-01 -1.5416549e+00  3.0437384e+00  2.3049583e+00
  3.7068639e+00  1.2499981e+01  1.9337629e+00 -2.6896665e+00
  2.0838468e+00  9.3965662e-01  1.3880687e+00  5.4546041e+00
 -1.4595115e+00  3.5938473e+00  1.1116984e+00  9.7073803e+00
  3.6852872e+00  8.4032755e+00  2.7752132e+00  5.0968127e+00
  3.3951037e+00  3.7243857e+00  2.9864533e+00  7.6702271e+00
  5.7055616e+00  8.8908367e+00  1.0176126e+01  1.1465151e+01]",-1.075792740544269,-0.691495285767079,0.061363035804241316,"[0.37424654 0.29957464 0.2990395  0.36530736 0.3506868  0.38168222
 0.3996657  0.3102259  0.35000068 0.37642998 0.34256658 0.3784811 ]",happy
"[-5.2538452e+02  4.4213985e+01  1.1774426e+00  8.8418932e+00
  2.0408642e+00 -1.0518717e+01 -1.1621033e+01 -1.1430614e+01
 -5.8772945e+00 -5.1195016e+00 -8.3036489e+00 -1.7527879e+00
 -3.7489989e+00 -5.3688650e+00 -1.2782688e+00 -4.7824707e+00
 -5.7828145e+00  1.8371656e+00 -5.0509062e+00  1.4534082e+00
 -1.9506791e+00  1.5152726e-01 -1.1262446e-01 -3.9494139e-01
  8.4504896e-01  5.2857537e+00  2.9675951e+00  6.3370609e+00
  2.0191004e+00  2.0392187e+00  6.5557349e-01  3.2236574e+00
 -2.4679826e-01  2.5764871e+00  2.7223902e+00  1.5420908e+00
 -3.4276778e-01  2.0547085e+00  2.4078176e+00  3.7665246e+00]",0.8198556362479356,1.3049634270896304,-1.0843940271931412,"[0.5758582  0.60718745 0.43979788 0.419738   0.45704344 0.43689963
 0.38244045 0.35298687 0.36399126 0.42217946 0.49602443 0.501541  ]",surprise
"[-4.6318295e+02  2.4793518e+01 -2.5707607e+01  5.2359587e-01
 -9.2542295e+00 -1.3261863e+01 -1.1202356e+01 -1.7998287e+01
 -5.2644277e+00 -5.4458232e+00 -9.7509613e+00 -1.1561935e+01
 -6.1689029e+00  2.4426484e+00 -5.6902161e+00  2.8834398e+00
  2.5374539e+00  4.9326982e+00  5.0691466e+00  4.8213911e+00
  2.9548516e+00  3.7212477e+00  4.2637914e-01  3.7617043e-01
 -1.4201893e+00 -4.3156210e-01 -2.4164016e+00 -7.4861342e-01
 -8.5623723e-01 -1.6216174e+00 -2.0028732e+00 -3.1073079e-01
 -9.5163172e-01  4.5045021e-01 -9.1171575e-01  1.1432534e+00
 -3.9754149e-01  1.3987398e+00 -1.2072822e+00  1.4028911e-01]",1.8601167289822758,1.4363596058401367,-0.7352504985718509,"[0.3964716  0.34968784 0.37318125 0.4131756  0.43337694 0.45464122
 0.4767656  0.58190477 0.5463103  0.45791134 0.4945991  0.46936157]",happy
"[-396.78085      68.5115      -12.987505     19.40595     -11.056096
    1.9990625   -15.624425    -22.048449     -5.5657463    -2.5219524
   -8.534752      3.316046     -8.725732      4.4160523    -2.5795174
   -8.286365      0.6669167    -3.028977     -5.029184     -0.5085567
   -3.0708566     0.49184874   -3.3999112     4.055358     -5.7203226
    2.4807146    -3.6523643     4.2974687     1.2219955     4.9399805
    1.7136587     5.002391      2.9449399     3.8504252     4.7236905
    3.3406637     4.437085      2.2547596     1.1961727     2.3760386 ]",-0.28549288394798655,0.21236857481494245,0.7552686433897337,"[0.29812893 0.2942389  0.3152823  0.34951502 0.3695949  0.31487617
 0.30440265 0.31313327 0.2920031  0.33072513 0.3937073  0.37325194]",disgust
"[-514.85944     90.29178     31.060537     9.6984215   11.200471
    9.358542    -8.611497   -12.6758     -16.111347     1.6045679
  -13.119724     3.8190477   -5.637979     3.818902     1.4115052
   -6.7554245    2.6780896    2.9028578    2.0444899   -9.761868
    4.2348995   -1.6563354   -7.306157     1.443315    -8.815832
    0.623509    -3.524997     2.2218835    1.86554     12.735371
    6.9681087   13.98246      6.8106775    5.5455985    2.115759
    4.717949    11.525429    15.680325    14.088666    15.221526 ]",-1.2420404758962131,-2.0065848423656543,-0.906529052721132,"[0.11033372 0.10436443 0.1227674  0.21666986 0.32341006 0.40344173
 0.24115935 0.18749803 0.26862863 0.35629806 0.3417168  0.2449771 ]",sad
"[-4.0689236e+02  9.9574677e+01  3.5007088e+00 -4.3288827e-01
 -1.8327736e+01  9.0301762e+00 -1.4264113e+00 -2.1631735e+01
  8.5603043e-02 -2.7903922e+00 -6.4603543e+00  9.1566582e+00
 -1.1895161e+01  7.1523614e+00 -1.3435584e+00 -7.2753549e+00
  2.5358224e+00 -6.2495766e+00 -1.7251763e+00 -3.7158692e-01
 -4.8464131e+00 -2.1886811e+00 -2.1504755e+00  2.3612876e+00
  1.0542902e+00  1.1421670e+00 -2.8276253e+00  1.6849508e+00
 -3.3242178e-01  5.7590270e+00  2.5298896e+00  8.1276150e+00
  2.7758994e+00  4.1215215e+00  3.2143376e+00  1.5446706e+00
  3.5552065e+00  1.9509798e+00  2.9704952e+00  6.9812059e-01]",-0.4705080267495707,-1.0389166743024745,0.8763212195249357,"[0.3589999  0.44569772 0.43193033 0.4090912  0.4098244  0.34750748
 0.3495767  0.3195852  0.29371768 0.36118668 0.37206268 0.33218026]",disgust
"[-6.13988403e+02  5.53804359e+01 -1.45842705e+01  4.47588682e+00
 -9.21338272e+00 -4.57647467e+00 -1.28883848e+01 -1.97637291e+01
 -5.66795111e+00 -3.93813705e+00 -4.87084532e+00 -8.49607754e+00
 -3.06779552e+00  9.42222059e-01 -4.18327284e+00  1.14276314e+00
 -2.82657719e+00 -4.51298618e+00 -6.12530231e+00  2.39712551e-01
 -5.21238375e+00  1.59888268e+00 -1.53040421e+00  3.67917061e+00
  1.64384592e+00  2.96142149e+00  6.44383967e-01  5.55052614e+00
  5.35539579e+00  8.02782440e+00  4.99334288e+00  6.87185144e+00
  6.61260462e+00  8.54868698e+00  5.82554531e+00  4.67017555e+00
  3.24894696e-01  8.25341225e-01  1.51835775e+00  2.55291367e+00]",0.3055459576720661,0.10646743670449779,-1.2165877026872407,"[0.37815517 0.31953603 0.29697728 0.32458022 0.23655593 0.2320795
 0.31313044 0.40744385 0.52675426 0.4869536  0.49815717 0.48838505]",neutral
"[-4.3787750e+02  7.0227898e+01  7.8289094e+00 -1.9854058e+00
  6.1165142e+00  9.9282557e-01 -1.5804407e+01  3.0586107e+00
 -1.3249628e+01 -4.4813323e+00 -1.3500229e+01 -4.5605645e+00
 -1.6382043e+00 -8.3521122e-01  5.2529206e+00  3.0674343e+00
  8.3804226e-01  1.0558498e+01  3.2552999e-01 -1.6277590e+00
  4.5817676e+00  2.4147623e+00  1.1756212e+00  4.0408010e+00
 -1.0392466e+00  8.2858038e+00  1.6799709e+00  8.9587069e+00
  7.3019075e-01  6.2723455e+00  1.9692246e+00  5.3847280e+00
  2.7451246e+00  2.9045465e+00  2.3198466e+00  8.3362122e+00
  7.5502005e+00  1.1586987e+01  7.2759166e+00  5.7102823e+00]",-0.9091774470239089,-0.4710765297389634,0.5899479832305277,"[0.3645194  0.4304     0.3283617  0.30395225 0.33762136 0.42657018
 0.48683846 0.3885842  0.37082896 0.38769907 0.41020778 0.35960934]",happy
"[-5.8709485e+02  4.5588444e+01  8.8468943e+00  1.1511247e+01
 -8.5139304e-01 -2.6782155e+00  6.7477264e+00 -6.3693204e+00
 -5.0921021e+00 -3.7030845e+00 -3.2149103e+00 -3.5340838e+00
 -2.2852800e+00  6.8710047e-01 -3.3380582e+00  5.0568956e-01
 -2.3005711e-01 -7.0447409e-01 -1.0729868e-01  2.0839202e+00
 -2.2966237e+00  5.8239974e-02 -1.2426103e+00  1.2550427e+00
  1.0560020e+00  3.0509822e+00  1.9599017e+00  3.8694081e+00
  3.7827806e+00  4.9715157e+00  2.9001544e+00  6.0687313e+00
  4.5430369e+00  7.3584018e+00  4.1113858e+00  5.2099948e+00
  3.0514519e+00  3.0813613e+00  1.8908402e+00  3.4514117e+00]",-0.34590175730360045,0.762049698197796,-1.417837218751494,"[0.4090471  0.41299614 0.44311097 0.4782708  0.49893928 0.54889655
 0.52829736 0.5770269  0.5780264  0.49291962 0.47067088 0.43788242]",angry
"[-4.2686731e+02  7.9637192e+01  9.8374233e+00  1.0252781e+00
  1.4246159e+01 -3.2356761e+00 -1.6835539e+01 -1.4227924e+00
 -1.4577900e+01 -1.8678559e+00 -1.5966950e+01 -7.5078459e+00
 -3.7417490e+00 -1.8709044e+00 -3.3438506e+00 -3.1350555e+00
 -1.9609367e+00  6.9217105e+00 -3.4437513e+00  5.9117788e-01
  5.2795148e+00  1.7325305e+00 -2.1376050e+00  2.6576316e+00
 -1.6643552e+00  6.1052470e+00 -1.3834482e+00  5.1833148e+00
  2.4763680e-01  4.9465480e+00  8.8552243e-01  3.6901979e+00
  3.6553407e+00  1.0397826e+01  1.0084448e+01  1.4081769e+01
  1.1614275e+01  1.2846447e+01  9.6831846e+00  8.9037180e+00]",-1.1640588092707518,-1.7783871106940872,0.5143789459403167,"[0.2666619  0.25880247 0.2604678  0.28621075 0.26663855 0.33948398
 0.46216097 0.40080956 0.36330867 0.24647914 0.24313122 0.29528448]",surprise
"[-4.4035498e+02  8.3369614e+01  2.7543522e+01 -3.0325620e+00
  2.4143646e+00 -6.5595794e+00 -5.8110909e+00  3.5658109e+00
 -1.7868313e+01  2.0883827e+00 -1.1764134e+01 -5.8024602e+00
 -1.8677359e+00  1.6244293e+00 -9.1671282e-01  2.5306160e+00
 -2.3870893e+00  6.3526902e+00  1.6272694e+00  5.3341702e-02
  3.9324743e-01  4.8870254e+00 -5.1524901e+00  5.4921317e+00
 -2.2105205e+00  5.4178066e+00 -3.3346012e+00  5.9952207e+00
  2.9199544e-01  4.9112830e+00 -4.2541307e-01  1.4677614e-01
 -2.1711760e+00  3.2038045e+00  7.3561397e+00  1.0335354e+01
  1.4050050e+01  1.7620203e+01  1.0405826e+01  1.1015629e+01]",-1.0178382129733088,-1.3147750690444557,0.4844393248669548,"[0.26470363 0.29887104 0.2859237  0.31345788 0.3376657  0.47047937
 0.533928   0.39332712 0.28303128 0.27709103 0.31967536 0.27320474]",surprise
"[-4.4608957e+02  9.5890526e+01  1.3686987e+01 -2.1728245e+01
 -1.2243392e+00  3.9364208e-02 -1.6118862e+01  8.0400601e-02
 -1.5402433e+01 -7.3664355e+00 -1.2245266e+01 -7.5817661e+00
 -2.8718672e+00 -2.6746957e+00  1.7766600e+00  6.8874803e+00
  1.4787350e+00  1.2393147e+01 -3.1890067e-01 -4.0306191e+00
  3.0275207e+00 -4.0481463e-02 -2.0413983e+00  4.3642602e+00
 -3.7737253e+00  5.9635892e+00  5.4222088e+00  9.8849716e+00
  6.8729253e+00  1.0088140e+01  3.4285455e+00  8.4776297e+00
  3.5990598e+00  3.7439783e+00  2.5131297e+00  5.9234986e+00
  2.3390429e+00  6.1043782e+00  5.7874365e+00  1.0914292e+01]",-1.055808107056223,-1.4844737283827556,0.37013528668062745,"[0.32668176 0.19017369 0.1697982  0.19552317 0.30630255 0.36322784
 0.33045956 0.28082407 0.25445026 0.26777643 0.33692026 0.37623483]",happy
